Mã đơn hàng,Ngày đặt hàng,Trạng Thái Đơn Hàng,SKU phân loại hàng,Tên sản phẩm,Số lượng,Giá gốc,Tổng giá bán (sản phẩm),Mã giảm giá của Shop,Phí cố định,Phí thanh toán,Phí Voucher Xtra & Freeship Xtra,Phí Dịch Vụ,Thuế khấu trừ,Phí vận chuyển trả hàng,Tỉnh/Thành phố,Đơn Vị Vận Chuyển
SP260006539,2026-04-09 07:28:04,Hoàn thành,LAN-022,Áo mẫu 022,1,129000,129000,10000.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,Thanh Hoá,GHN
SP260006540,2026-04-09 07:42:17,Hoàn thành,LAN-048,Váy/Đầm mẫu 048,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Nghệ An,J&T Express
SP260006542,2026-04-09 07:51:12,Hoàn thành,LAN-029,Áo mẫu 029,2,159000,318000,30000.0,46080.0,17280.0,25920.0,2880.0,4320.0,0,Nghệ An,SPX Express
SP260006545,2026-04-09 08:28:12,Hoàn thành,LAN-002,Áo mẫu 002,1,99000,99000,7000.0,14720.0,5520.0,8280.0,920.0,1380.0,0,TP.HCM,J&T Express
SP260006546,2026-04-09 08:31:28,Hoàn thành,LAN-103,Quần mẫu 103,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Bình Dương,J&T Express
SP260006547,2026-04-09 08:42:22,Hoàn thành,LAN-107,Quần mẫu 107,3,149000,447000,0.0,71520.0,26820.0,40230.0,4470.0,6705.0,0,TP.HCM,GHN
SP260006548,2026-04-09 08:56:02,Hoàn thành,LAN-055,Váy/Đầm mẫu 055,1,279000,279000,0.0,44640.0,16740.0,25110.0,2790.0,4185.0,0,Đà Nẵng,J&T Express
SP260006549,2026-04-09 09:04:42,Hoàn thành,LAN-001,Áo mẫu 001,1,149000,149000,0.0,23840.0,8940.0,13410.0,1490.0,2235.0,0,Hà Nội,J&T Express
SP260006553,2026-04-09 10:13:38,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Nghệ An,GHN
SP260006555,2026-04-09 10:58:46,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,19000.0,38400.0,14400.0,21600.0,2400.0,3600.0,0,Hà Nội,GHN
SP260006556,2026-04-09 10:58:57,Hoàn thành,LAN-045,Áo mẫu 045,3,159000,477000,42000.0,69600.0,26100.0,39150.0,4350.0,6525.0,0,TP.HCM,SPX Express
SP260006558,2026-04-09 11:02:35,Đã trả hàng,LAN-071,Váy/Đầm mẫu 071,1,229000,229000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,GHN
SP260006560,2026-04-09 11:08:27,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,Hà Nội,SPX Express
SP260006561,2026-04-09 11:34:32,Hoàn thành,LAN-120,Chân váy mẫu 120,2,269000,538000,42000.0,79360.0,29760.0,44640.0,4960.0,7440.0,0,Đà Nẵng,GHN
SP260006564,2026-04-09 13:05:59,Hoàn thành,LAN-063,Váy/Đầm mẫu 063,1,259000,259000,16000.0,38880.0,14580.0,21870.0,2430.0,3645.0,0,Hà Nội,GHN
SP260006565,2026-04-09 13:22:59,Hoàn thành,LAN-132,Set đồ mẫu 132,2,209000,418000,25000.0,62880.0,23580.0,35370.0,3930.0,5895.0,0,Bình Dương,SPX Express
SP260006566,2026-04-09 13:23:29,Hoàn thành,LAN-076,Váy/Đầm mẫu 076,2,169000,338000,0.0,54080.0,20280.0,30420.0,3380.0,5070.0,0,Hà Nội,SPX Express
SP260006567,2026-04-09 13:30:42,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,SPX Express
SP260006568,2026-04-09 13:42:19,Đã trả hàng,LAN-122,Chân váy mẫu 122,1,239000,239000,17000.0,0.0,0.0,0.0,0.0,0.0,30000,Hải Phòng,SPX Express
SP260006569,2026-04-09 13:46:23,Hoàn thành,LAN-121,Chân váy mẫu 121,1,289000,289000,0.0,46240.0,17340.0,26010.0,2890.0,4335.0,0,Hà Nội,J&T Express
SP260006570,2026-04-09 13:47:38,Hoàn thành,LAN-004,Áo mẫu 004,2,179000,358000,25000.0,53280.0,19980.0,29970.0,3330.0,4995.0,0,TP.HCM,GHN
SP260006571,2026-04-09 14:07:07,Hoàn thành,LAN-027,Áo mẫu 027,3,199000,597000,34000.0,90080.0,33780.0,50670.0,5630.0,8445.0,0,Cần Thơ,J&T Express
SP260006572,2026-04-09 14:47:48,Hoàn thành,LAN-064,Váy/Đầm mẫu 064,1,279000,279000,0.0,44640.0,16740.0,25110.0,2790.0,4185.0,0,Khánh Hoà,J&T Express
SP260006573,2026-04-09 14:50:20,Hoàn thành,LAN-039,Áo mẫu 039,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,Hà Nội,J&T Express
SP260006576,2026-04-09 16:52:18,Hoàn thành,LAN-020,Áo mẫu 020,2,129000,258000,0.0,41280.0,15480.0,23220.0,2580.0,3870.0,0,TP.HCM,GHN
SP260006578,2026-04-09 17:09:04,Hoàn thành,LAN-053,Váy/Đầm mẫu 053,1,189000,189000,0.0,30240.0,11340.0,17010.0,1890.0,2835.0,0,Đồng Nai,SPX Express
SP260006579,2026-04-09 17:16:34,Hoàn thành,LAN-088,Quần mẫu 088,2,129000,258000,15000.0,38880.0,14580.0,21870.0,2430.0,3645.0,0,Cần Thơ,GHN
SP260006580,2026-04-09 17:28:10,Hoàn thành,LAN-064,Váy/Đầm mẫu 064,1,279000,279000,0.0,44640.0,16740.0,25110.0,2790.0,4185.0,0,Nghệ An,SPX Express
SP260006582,2026-04-09 17:44:01,Hoàn thành,LAN-078,Váy/Đầm mẫu 078,1,299000,299000,0.0,47840.0,17940.0,26910.0,2990.0,4485.0,0,TP.HCM,SPX Express
SP260006583,2026-04-09 17:50:48,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,J&T Express
SP260006584,2026-04-09 18:08:19,Hoàn thành,LAN-001,Áo mẫu 001,1,149000,149000,14000.0,21600.0,8100.0,12150.0,1350.0,2025.0,0,Hà Nội,SPX Express
SP260006585,2026-04-09 18:26:43,Hoàn thành,LAN-112,Chân váy mẫu 112,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Đà Nẵng,SPX Express
SP260006586,2026-04-09 18:37:35,Hoàn thành,LAN-089,Quần mẫu 089,2,219000,438000,44000.0,63040.0,23640.0,35460.0,3940.0,5910.0,0,Khánh Hoà,SPX Express
SP260006587,2026-04-09 18:46:38,Hoàn thành,LAN-002,Áo mẫu 002,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,TP.HCM,GHN
SP260006589,2026-04-09 18:57:12,Đã huỷ,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,GHN
SP260006590,2026-04-09 20:19:56,Đã trả hàng,LAN-132,Set đồ mẫu 132,1,209000,209000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260006593,2026-04-09 21:11:24,Đã huỷ,LAN-093,Quần mẫu 093,2,159000,318000,0.0,0.0,0.0,0.0,0.0,0.0,0,Đồng Nai,GHN
SP260006594,2026-04-09 21:25:46,Hoàn thành,LAN-048,Váy/Đầm mẫu 048,2,199000,398000,0.0,63680.0,23880.0,35820.0,3980.0,5970.0,0,Hà Nội,GHN
SP260006595,2026-04-09 21:25:52,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Nghệ An,SPX Express
SP260006597,2026-04-09 21:57:26,Đã trả hàng,LAN-011,Áo mẫu 011,1,259000,259000,21000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,GHN
SP260006598,2026-04-09 22:12:27,Hoàn thành,LAN-067,Váy/Đầm mẫu 067,1,229000,229000,19000.0,33600.0,12600.0,18900.0,2100.0,3150.0,0,Hà Nội,J&T Express
SP260006599,2026-04-09 22:16:06,Đã trả hàng,LAN-005,Áo mẫu 005,1,229000,229000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Đà Nẵng,GHN
SP260006600,2026-04-09 22:37:12,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,11000.0,30080.0,11280.0,16920.0,1880.0,2820.0,0,Cần Thơ,GHN
SP260006601,2026-04-10 07:00:00,Hoàn thành,LAN-092,Quần mẫu 092,1,109000,109000,10000.0,15840.0,5940.0,8910.0,990.0,1485.0,0,TP.HCM,SPX Express
SP260006603,2026-04-10 07:28:37,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,10000.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,Đà Nẵng,J&T Express
SP260006604,2026-04-10 07:45:42,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,21000.0,38080.0,14280.0,21420.0,2380.0,3570.0,0,TP.HCM,GHN
SP260006605,2026-04-10 08:00:26,Hoàn thành,LAN-072,Váy/Đầm mẫu 072,2,209000,418000,0.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Hải Phòng,J&T Express
SP260006607,2026-04-10 09:15:08,Hoàn thành,LAN-087,Quần mẫu 087,3,249000,747000,57000.0,110400.0,41400.0,62100.0,6900.0,10350.0,0,Hà Nội,SPX Express
SP260006609,2026-04-10 09:28:40,Hoàn thành,LAN-052,Váy/Đầm mẫu 052,1,139000,139000,0.0,22240.0,8340.0,12510.0,1390.0,2085.0,0,TP.HCM,SPX Express
SP260006610,2026-04-10 09:40:20,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,J&T Express
SP260006611,2026-04-10 09:47:39,Hoàn thành,LAN-112,Chân váy mẫu 112,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Đồng Nai,GHN
SP260006612,2026-04-10 09:52:25,Hoàn thành,LAN-096,Quần mẫu 096,1,289000,289000,20000.0,43040.0,16140.0,24210.0,2690.0,4035.0,0,Bình Dương,J&T Express
SP260006613,2026-04-10 09:55:41,Đã trả hàng,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260006614,2026-04-10 10:06:09,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Thanh Hoá,SPX Express
SP260006615,2026-04-10 10:10:49,Hoàn thành,LAN-003,Áo mẫu 003,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,TP.HCM,SPX Express
SP260006616,2026-04-10 10:13:41,Hoàn thành,LAN-022,Áo mẫu 022,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Bình Dương,GHN
SP260006619,2026-04-10 11:42:35,Hoàn thành,LAN-130,Chân váy mẫu 130,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Cần Thơ,SPX Express
SP260006620,2026-04-10 12:35:07,Hoàn thành,LAN-085,Quần mẫu 085,1,199000,199000,14000.0,29600.0,11100.0,16650.0,1850.0,2775.0,0,Thanh Hoá,J&T Express
SP260006621,2026-04-10 12:37:10,Hoàn thành,LAN-136,Set đồ mẫu 136,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Thanh Hoá,SPX Express
SP260006622,2026-04-10 13:25:46,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Thanh Hoá,GHN
SP260006624,2026-04-10 14:16:39,Hoàn thành,LAN-005,Áo mẫu 005,1,229000,229000,13000.0,34560.0,12960.0,19440.0,2160.0,3240.0,0,Bình Dương,GHN
SP260006626,2026-04-10 15:06:28,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,13000.0,39360.0,14760.0,22140.0,2460.0,3690.0,0,Nghệ An,GHN
SP260006627,2026-04-10 15:22:36,Hoàn thành,LAN-079,Váy/Đầm mẫu 079,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,Nghệ An,SPX Express
SP260006629,2026-04-10 15:58:23,Hoàn thành,LAN-069,Váy/Đầm mẫu 069,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,Hà Nội,SPX Express
SP260006632,2026-04-10 16:52:27,Hoàn thành,LAN-051,Váy/Đầm mẫu 051,1,119000,119000,9000.0,17600.0,6600.0,9900.0,1100.0,1650.0,0,Đồng Nai,J&T Express
SP260006633,2026-04-10 16:58:58,Hoàn thành,LAN-142,Set đồ mẫu 142,1,109000,109000,0.0,17440.0,6540.0,9810.0,1090.0,1635.0,0,TP.HCM,J&T Express
SP260006634,2026-04-10 17:58:27,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,15000.0,32640.0,12240.0,18360.0,2040.0,3060.0,0,TP.HCM,SPX Express
SP260006635,2026-04-10 18:06:36,Đã trả hàng,LAN-089,Quần mẫu 089,1,219000,219000,17000.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,SPX Express
SP260006636,2026-04-10 18:17:54,Hoàn thành,LAN-122,Chân váy mẫu 122,2,239000,478000,0.0,76480.0,28680.0,43020.0,4780.0,7170.0,0,Khánh Hoà,GHN
SP260006637,2026-04-10 18:42:33,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,2,239000,478000,32000.0,71360.0,26760.0,40140.0,4460.0,6690.0,0,TP.HCM,J&T Express
SP260006639,2026-04-10 19:19:13,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,Hải Phòng,SPX Express
SP260006640,2026-04-10 20:06:11,Hoàn thành,LAN-059,Váy/Đầm mẫu 059,1,99000,99000,9000.0,14400.0,5400.0,8100.0,900.0,1350.0,0,TP.HCM,J&T Express
SP260006642,2026-04-10 20:47:20,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,TP.HCM,SPX Express
SP260006645,2026-04-10 21:06:52,Hoàn thành,LAN-132,Set đồ mẫu 132,1,209000,209000,12000.0,31520.0,11820.0,17730.0,1970.0,2955.0,0,Hà Nội,GHN
SP260006646,2026-04-10 21:11:15,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,17000.0,35520.0,13320.0,19980.0,2220.0,3330.0,0,TP.HCM,SPX Express
SP260006648,2026-04-10 21:40:31,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,TP.HCM,J&T Express
SP260006650,2026-04-10 21:43:21,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,TP.HCM,J&T Express
SP260006652,2026-04-10 22:05:21,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,0,Hà Nội,J&T Express
SP260006653,2026-04-10 22:36:18,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,0,Hải Phòng,SPX Express
SP260006654,2026-04-10 22:49:25,Hoàn thành,LAN-066,Váy/Đầm mẫu 066,2,209000,418000,23000.0,63200.0,23700.0,35550.0,3950.0,5925.0,0,Hà Nội,GHN
SP260006656,2026-04-11 07:13:02,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Nghệ An,SPX Express
SP260006657,2026-04-11 07:31:29,Đã trả hàng,LAN-065,Váy/Đầm mẫu 065,1,169000,169000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,GHN
SP260006658,2026-04-11 07:56:14,Hoàn thành,LAN-036,Áo mẫu 036,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,TP.HCM,SPX Express
SP260006659,2026-04-11 08:03:56,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,Thanh Hoá,SPX Express
SP260006660,2026-04-11 08:16:10,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,GHN
SP260006663,2026-04-11 08:29:29,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,TP.HCM,SPX Express
SP260006664,2026-04-11 08:32:08,Hoàn thành,LAN-126,Chân váy mẫu 126,2,169000,338000,30000.0,49280.0,18480.0,27720.0,3080.0,4620.0,0,Hà Nội,J&T Express
SP260006665,2026-04-11 08:33:51,Hoàn thành,LAN-123,Chân váy mẫu 123,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,Hà Nội,J&T Express
SP260006666,2026-04-11 08:38:42,Hoàn thành,LAN-033,Áo mẫu 033,2,159000,318000,0.0,50880.0,19080.0,28620.0,3180.0,4770.0,0,Bình Dương,J&T Express
SP260006668,2026-04-11 08:57:55,Hoàn thành,LAN-097,Quần mẫu 097,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Nghệ An,SPX Express
SP260006670,2026-04-11 09:39:15,Đã huỷ,LAN-058,Váy/Đầm mẫu 058,1,99000,99000,6000.0,0.0,0.0,0.0,0.0,0.0,0,Bình Dương,J&T Express
SP260006672,2026-04-11 10:46:39,Hoàn thành,LAN-032,Áo mẫu 032,1,199000,199000,11000.0,30080.0,11280.0,16920.0,1880.0,2820.0,0,TP.HCM,GHN
SP260006673,2026-04-11 10:56:43,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,SPX Express
SP260006675,2026-04-11 11:09:19,Hoàn thành,LAN-087,Quần mẫu 087,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,TP.HCM,J&T Express
SP260006676,2026-04-11 11:09:22,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,Khánh Hoà,GHN
SP260006678,2026-04-11 11:45:34,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Hà Nội,SPX Express
SP260006679,2026-04-11 12:05:40,Hoàn thành,LAN-050,Váy/Đầm mẫu 050,2,289000,578000,0.0,92480.0,34680.0,52020.0,5780.0,8670.0,0,Đồng Nai,J&T Express
SP260006680,2026-04-11 12:06:16,Hoàn thành,LAN-065,Váy/Đầm mẫu 065,1,169000,169000,12000.0,25120.0,9420.0,14130.0,1570.0,2355.0,0,Hà Nội,SPX Express
SP260006683,2026-04-11 12:31:26,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,J&T Express
SP260006684,2026-04-11 12:39:37,Hoàn thành,LAN-087,Quần mẫu 087,2,249000,498000,38000.0,73600.0,27600.0,41400.0,4600.0,6900.0,0,Thanh Hoá,J&T Express
SP260006686,2026-04-11 12:46:29,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,J&T Express
SP260006687,2026-04-11 12:58:42,Hoàn thành,LAN-076,Váy/Đầm mẫu 076,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Đồng Nai,GHN
SP260006688,2026-04-11 13:12:56,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,13000.0,34560.0,12960.0,19440.0,2160.0,3240.0,0,TP.HCM,GHN
SP260006689,2026-04-11 13:16:38,Hoàn thành,LAN-031,Áo mẫu 031,1,139000,139000,0.0,22240.0,8340.0,12510.0,1390.0,2085.0,0,Đồng Nai,J&T Express
SP260006690,2026-04-11 13:33:51,Hoàn thành,LAN-071,Váy/Đầm mẫu 071,1,229000,229000,19000.0,33600.0,12600.0,18900.0,2100.0,3150.0,0,Bình Dương,GHN
SP260006691,2026-04-11 13:34:56,Hoàn thành,LAN-008,Áo mẫu 008,2,109000,218000,0.0,34880.0,13080.0,19620.0,2180.0,3270.0,0,Đà Nẵng,GHN
SP260006692,2026-04-11 13:44:07,Đã trả hàng,LAN-009,Áo mẫu 009,2,199000,398000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Cần Thơ,SPX Express
SP260006693,2026-04-11 13:59:27,Hoàn thành,LAN-140,Set đồ mẫu 140,2,159000,318000,23000.0,47200.0,17700.0,26550.0,2950.0,4425.0,0,Đồng Nai,SPX Express
SP260006695,2026-04-11 14:53:39,Đã trả hàng,LAN-012,Áo mẫu 012,2,269000,538000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Nghệ An,SPX Express
SP260006696,2026-04-11 14:56:23,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Bình Dương,SPX Express
SP260006697,2026-04-11 15:03:12,Hoàn thành,LAN-077,Váy/Đầm mẫu 077,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Bình Dương,SPX Express
SP260006700,2026-04-11 15:46:49,Đã huỷ,LAN-096,Quần mẫu 096,1,289000,289000,0.0,0.0,0.0,0.0,0.0,0.0,0,Đà Nẵng,SPX Express
SP260006701,2026-04-11 16:04:04,Hoàn thành,LAN-146,Phụ kiện mẫu 146,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Nghệ An,J&T Express
SP260006702,2026-04-11 16:08:56,Hoàn thành,LAN-138,Set đồ mẫu 138,1,249000,249000,13000.0,37760.0,14160.0,21240.0,2360.0,3540.0,0,Hải Phòng,J&T Express
SP260006703,2026-04-11 16:16:22,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Thanh Hoá,SPX Express
SP260006710,2026-04-11 17:27:56,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,13000.0,34560.0,12960.0,19440.0,2160.0,3240.0,0,Nghệ An,SPX Express
SP260006712,2026-04-11 17:45:35,Hoàn thành,LAN-038,Áo mẫu 038,1,229000,229000,13000.0,34560.0,12960.0,19440.0,2160.0,3240.0,0,TP.HCM,J&T Express
SP260006715,2026-04-11 18:07:47,Hoàn thành,LAN-072,Váy/Đầm mẫu 072,2,209000,418000,34000.0,61440.0,23040.0,34560.0,3840.0,5760.0,0,Đồng Nai,J&T Express
SP260006720,2026-04-11 19:59:14,Hoàn thành,LAN-028,Áo mẫu 028,2,169000,338000,0.0,54080.0,20280.0,30420.0,3380.0,5070.0,0,Hải Phòng,J&T Express
SP260006721,2026-04-11 20:06:18,Hoàn thành,LAN-042,Áo mẫu 042,3,219000,657000,0.0,105120.0,39420.0,59130.0,6570.0,9855.0,0,Hà Nội,GHN
SP260006722,2026-04-11 20:30:32,Hoàn thành,LAN-084,Quần mẫu 084,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Khánh Hoà,J&T Express
SP260006727,2026-04-11 21:32:35,Hoàn thành,LAN-104,Quần mẫu 104,1,229000,229000,22000.0,33120.0,12420.0,18630.0,2070.0,3105.0,0,Hà Nội,J&T Express
SP260006728,2026-04-11 21:44:34,Hoàn thành,LAN-131,Set đồ mẫu 131,1,259000,259000,21000.0,38080.0,14280.0,21420.0,2380.0,3570.0,0,TP.HCM,SPX Express
SP260006730,2026-04-11 21:49:09,Hoàn thành,LAN-098,Quần mẫu 098,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,TP.HCM,SPX Express
SP260006731,2026-04-11 22:00:54,Hoàn thành,LAN-118,Chân váy mẫu 118,1,299000,299000,21000.0,44480.0,16680.0,25020.0,2780.0,4170.0,0,TP.HCM,J&T Express
SP260006737,2026-04-12 07:31:49,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260006738,2026-04-12 07:32:07,Hoàn thành,LAN-064,Váy/Đầm mẫu 064,1,279000,279000,23000.0,40960.0,15360.0,23040.0,2560.0,3840.0,0,Hà Nội,GHN
SP260006739,2026-04-12 07:34:10,Hoàn thành,LAN-029,Áo mẫu 029,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,TP.HCM,J&T Express
SP260006740,2026-04-12 07:55:59,Hoàn thành,LAN-034,Áo mẫu 034,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,TP.HCM,SPX Express
SP260006741,2026-04-12 07:57:45,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Cần Thơ,SPX Express
SP260006742,2026-04-12 08:02:31,Hoàn thành,LAN-050,Váy/Đầm mẫu 050,2,289000,578000,31000.0,87520.0,32820.0,49230.0,5470.0,8205.0,0,Hà Nội,SPX Express
SP260006743,2026-04-12 08:53:32,Hoàn thành,LAN-101,Quần mẫu 101,2,139000,278000,14000.0,42240.0,15840.0,23760.0,2640.0,3960.0,0,Thanh Hoá,J&T Express
SP260006745,2026-04-12 09:12:44,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260006747,2026-04-12 09:40:44,Hoàn thành,LAN-033,Áo mẫu 033,1,159000,159000,11000.0,23680.0,8880.0,13320.0,1480.0,2220.0,0,Đà Nẵng,J&T Express
SP260006748,2026-04-12 09:45:30,Hoàn thành,LAN-044,Áo mẫu 044,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,TP.HCM,GHN
SP260006750,2026-04-12 10:19:39,Hoàn thành,LAN-114,Chân váy mẫu 114,1,179000,179000,0.0,28640.0,10740.0,16110.0,1790.0,2685.0,0,Hà Nội,J&T Express
SP260006751,2026-04-12 10:25:33,Hoàn thành,LAN-052,Váy/Đầm mẫu 052,1,139000,139000,0.0,22240.0,8340.0,12510.0,1390.0,2085.0,0,Hà Nội,GHN
SP260006752,2026-04-12 10:28:12,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,22000.0,33120.0,12420.0,18630.0,2070.0,3105.0,0,Bình Dương,J&T Express
SP260006757,2026-04-12 11:49:17,Hoàn thành,LAN-090,Quần mẫu 090,2,249000,498000,0.0,79680.0,29880.0,44820.0,4980.0,7470.0,0,Bình Dương,SPX Express
SP260006758,2026-04-12 12:31:38,Hoàn thành,LAN-107,Quần mẫu 107,1,149000,149000,0.0,23840.0,8940.0,13410.0,1490.0,2235.0,0,Hà Nội,SPX Express
SP260006759,2026-04-12 12:34:54,Hoàn thành,LAN-075,Váy/Đầm mẫu 075,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,0,Hà Nội,J&T Express
SP260006761,2026-04-12 13:13:23,Hoàn thành,LAN-045,Áo mẫu 045,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,Hà Nội,SPX Express
